ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
single,0.75,7,PUIJONLAAKSO,PUIJONLAAKSO,856.0,4040,1,16.0,16.5
single,0.1,7,KAUPPAKATU,KAUPPAKATU,76.0,0,1,0.0,0.0
single,0.15,5,TORI,TORI,178.0,60,1,0.9,0.0
savonia,0.0,9,SATAMA,MICROTEKNIA,875.0,3990,1,35.2,8.7
single,0.45,9,KAUPPAKATU,TASAVALLANKATU,502.0,2080,1,18.0,5.7
season,0.0,8,KAUPPAKATU,TORI,198.0,620,1,7.6,2.7
single,1.25,8,KEILANKANTA,SATAMA,1474.0,7060,1,49.3,11.1
single,0.05,6,TORI,TORI,22.0,0,0,0.0,0.0
season,0.0,8,TASAVALLANKATU,KEILANKANTA,766.0,4400,1,18.4,2.4
single,0.35,6,SATAMA,KAUPPAKATU,368.0,1010,1,12.2,0.3
single,0.3,6,KYS,PUIJONLAAKSO,322.0,1070,1,15.6,0.9
season,0.0,7,SATAMA,PUIJONLAAKSO,895.0,3420,1,46.1,4.2
season,0.0,7,KYS,KEILANKANTA,1580.0,7740,1,59.0,23.1
season,0.0,6,NEULAMÄKI,MICROTEKNIA,326.0,1400,1,6.9,7.5
single,1.35,5,KEILANKANTA,KAUPPAKATU,1595.0,6110,1,45.4,9.3
season,0.0,6,TASAVALLANKATU,TORI,614.0,2050,1,18.1,3.0
single,0.55,7,KAUPPAKATU,PUIJONLAAKSO,632.0,2590,1,29.2,3.0
season,0.0,5,MICROTEKNIA,TORI,1124.0,3090,1,19.1,8.7
single,0.4,5,TASAVALLANKATU,TORI,472.0,2100,1,13.4,4.5
single,0.25,9,TORI,SATAMA,253.0,910,1,4.6,5.4
single,0.05,10,KEILANKANTA,KEILANKANTA,8.0,0,1,0.0,0.0
single,0.05,5,KAUPPAKATU,KAUPPAKATU,35.0,0,1,0.0,0.0
season,0.0,7,TORI,TORI,131.0,0,1,0.0,0.0
savonia,0.0,10,PUIJONLAAKSO,KYS,362.0,1050,1,5.1,14.4
single,1.05,10,MICROTEKNIA,KEILANKANTA,1222.0,6900,1,48.1,3.0
savonia,0.0,10,TORI,TORI,8.0,190,0,1.5,0.6
single,0.05,7,TORI,TORI,37.0,0,1,0.0,0.0
single,0.45,7,PUIJONLAAKSO,PUIJONLAAKSO,524.0,1990,1,6.2,21.0
single,0.25,7,TORI,SATAMA,267.0,950,1,2.1,5.4
single,0.45,5,TORI,PUIJONLAAKSO,521.0,2300,1,20.4,5.1
season,0.0,5,NEULAMÄKI,MICROTEKNIA,307.0,1410,1,6.5,10.5
season,0.0,5,PUIJONLAAKSO,PUIJONLAAKSO,49.0,0,1,0.0,0.0
season,0.0,5,KEILANKANTA,KAUPPAKATU,1151.0,6110,1,36.5,1.2
season,0.0,7,NEULAMÄKI,NEULAMÄKI,43.0,10,1,0.2,0.0
single,0.55,10,KAUPPAKATU,KAUPPAKATU,607.0,1760,1,22.9,11.4
season,0.0,6,SATAMA,KEILANKANTA,1505.0,6980,1,36.4,9.3
single,0.15,6,KYS,KYS,134.0,0,0,0.0,0.0
single,0.05,5,TORI,TORI,7.0,0,1,0.0,0.0
single,0.95,7,TORI,KEILANKANTA,1109.0,6450,1,34.6,4.2
single,0.35,10,MICROTEKNIA,NEULAMÄKI,393.0,1440,1,12.3,3.0
single,0.35,5,PUIJONLAAKSO,MICROTEKNIA,376.0,2170,1,11.6,9.3
single,0.1,5,NEULAMÄKI,NEULAMÄKI,73.0,0,1,0.0,0.0
season,0.0,8,PUIJONLAAKSO,PUIJONLAAKSO,46.0,100,1,0.1,0.6
savonia,0.0,10,MICROTEKNIA,NEULAMÄKI,371.0,1390,1,18.5,2.7
single,0.1,9,TORI,KAUPPAKATU,105.0,390,1,2.5,1.2
savonia,0.0,10,TORI,KAUPPAKATU,111.0,390,0,0.0,0.6
savonia,0.0,10,MICROTEKNIA,NEULAMÄKI,591.0,1520,1,25.4,3.3
single,0.4,10,PUIJONLAAKSO,TORI,456.0,2350,1,9.1,16.5
single,0.2,5,TORI,SATAMA,228.0,830,0,0.0,3.9
season,0.0,8,MICROTEKNIA,NEULAMÄKI,418.0,1450,1,27.5,3.3
single,1.9,7,PIRTTI,PIRTTI,2256.0,8170,1,65.5,19.2
single,0.2,9,TORI,KAUPPAKATU,216.0,400,1,2.5,1.5
single,0.55,10,KAUPPAKATU,PUIJONLAAKSO,623.0,2540,1,26.3,4.5
single,0.2,5,PUIJONLAAKSO,PUIJONLAAKSO,197.0,0,1,0.0,0.0
single,0.5,5,KAUPPAKATU,PUIJONLAAKSO,540.0,2300,1,30.1,0.9
season,0.0,5,TORI,TORI,71.0,20,1,0.2,0.0
single,0.05,8,MICROTEKNIA,MICROTEKNIA,39.0,0,1,0.0,0.0
season,0.0,7,MICROTEKNIA,NEULAMÄKI,825.0,1460,1,18.8,2.1
single,0.25,7,SATAMA,KAUPPAKATU,248.0,990,1,9.7,0.9
single,0.9,5,NEULAMÄKI,MICROTEKNIA,1040.0,2440,0,0.0,7.5
single,0.25,5,TORI,SATAMA,278.0,930,1,6.4,8.1
season,0.0,9,KAUPPAKATU,KYS,354.0,1780,1,17.6,4.2
single,0.2,9,TORI,TORI,189.0,670,1,1.8,1.2
single,0.5,9,SATAMA,KYS,564.0,2750,1,17.7,5.1
single,0.45,7,TORI,SATAMA,517.0,920,1,4.0,8.7
single,0.75,7,SATAMA,PUIJONLAAKSO,894.0,3260,1,43.0,6.6
single,0.35,7,KAUPPAKATU,SATAMA,415.0,1000,1,5.3,4.8
single,0.55,10,MICROTEKNIA,TORI,649.0,3030,1,21.0,8.4
single,0.65,7,TASAVALLANKATU,KEILANKANTA,741.0,4440,1,15.8,0.9
season,0.0,8,KAUPPAKATU,TORI,116.0,380,1,3.6,0.3
single,0.6,5,TASAVALLANKATU,PUIJONLAAKSO,669.0,3400,1,29.9,6.6
single,0.05,4,MICROTEKNIA,MICROTEKNIA,20.0,0,1,0.0,0.0
single,0.2,7,SATAMA,TORI,224.0,950,1,13.1,1.2
single,0.2,6,SATAMA,KAUPPAKATU,214.0,1000,1,10.0,1.5
single,1.1,6,KAUPPAKATU,KEILANKANTA,1272.0,6040,1,39.9,9.9
single,0.75,6,NEULAMÄKI,TORI,850.0,4460,1,23.2,23.1
single,0.55,7,PUIJONLAAKSO,TORI,644.0,2610,1,9.5,14.4
season,0.0,9,KAUPPAKATU,KAUPPAKATU,429.0,690,1,8.5,2.4
single,0.4,6,TORI,TASAVALLANKATU,423.0,2010,1,10.2,3.0
single,0.65,7,KEILANKANTA,PIRTTI,769.0,4110,1,24.6,3.9
savonia,0.0,9,NEULAMÄKI,MICROTEKNIA,328.0,1420,1,4.9,0.6
season,0.0,9,KAUPPAKATU,KEILANKANTA,1259.0,5550,1,37.7,5.4
season,0.0,8,NEULAMÄKI,MICROTEKNIA,383.0,1400,0,0.0,11.7
single,4.45,6,SATAMA,SATAMA,5285.0,11440,1,71.0,24.3
season,0.0,5,KYS,PUIJONLAAKSO,968.0,3630,1,38.7,4.5
single,1.1,7,TORI,KEILANKANTA,1280.0,7260,1,39.1,5.7
season,0.0,9,PUIJONLAAKSO,TORI,545.0,2600,1,9.9,11.4
single,0.65,6,TASAVALLANKATU,SATAMA,720.0,2790,1,14.8,9.3
single,0.35,7,KAUPPAKATU,SATAMA,365.0,1010,1,5.3,5.7
single,0.25,7,SATAMA,TORI,281.0,1000,1,9.1,2.1
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,126.0,440,1,1.0,6.6
season,0.0,8,KEILANKANTA,KYS,1280.0,7110,1,47.9,3.9
season,0.0,9,MICROTEKNIA,NEULAMÄKI,345.0,1420,1,21.5,3.3
single,0.6,5,TORI,PUIJONLAAKSO,698.0,3130,1,25.1,6.9
single,0.5,8,KAUPPAKATU,MICROTEKNIA,547.0,3010,1,9.7,8.4
season,0.0,8,TORI,KYS,449.0,1860,1,15.2,7.5
season,0.0,9,KAUPPAKATU,TORI,123.0,360,1,3.8,0.9
savonia,0.0,9,TORI,PUIJONLAAKSO,795.0,2790,1,27.3,6.6
single,0.4,7,KYS,KYS,425.0,2020,1,11.2,8.4
season,0.0,10,TORI,TORI,96.0,-40,1,1.9,0.3
season,0.0,4,MICROTEKNIA,NEULAMÄKI,399.0,1430,1,18.0,2.4
single,0.6,7,KAUPPAKATU,PUIJONLAAKSO,698.0,2350,1,22.6,4.2
single,0.1,5,TORI,TORI,76.0,0,1,0.0,0.0
single,0.45,10,PUIJONLAAKSO,TORI,499.0,2530,1,15.5,6.3
single,0.25,5,TORI,SATAMA,283.0,950,0,0.0,6.3
savonia,0.0,10,KAUPPAKATU,TORI,93.0,400,1,3.0,0.3
single,0.55,7,TORI,PUIJONLAAKSO,611.0,2590,0,25.4,3.3
single,0.05,9,MICROTEKNIA,MICROTEKNIA,5.0,0,0,0.0,0.0
single,1.05,5,SATAMA,TASAVALLANKATU,1211.0,5060,1,48.1,4.5
single,1.3,6,NEULAMÄKI,TORI,1512.0,4850,1,32.3,30.6
season,0.0,8,TORI,KAUPPAKATU,126.0,360,1,3.7,0.3
season,0.0,8,TASAVALLANKATU,TORI,1420.0,5560,1,46.8,11.4
single,0.1,6,TORI,TORI,117.0,0,1,0.0,0.0
season,0.0,10,TORI,TORI,8.0,0,1,0.0,0.0
season,0.0,6,KEILANKANTA,MICROTEKNIA,1233.0,6910,1,31.1,4.5
single,0.3,6,SATAMA,KAUPPAKATU,325.0,1010,1,11.2,0.6
single,0.65,6,TORI,PUIJONLAAKSO,774.0,2800,1,19.0,5.4
season,0.0,6,KAUPPAKATU,SATAMA,245.0,1020,1,4.5,5.1
single,0.55,6,TORI,SATAMA,655.0,980,0,0.0,5.1
savonia,0.0,10,NEULAMÄKI,MICROTEKNIA,267.0,1400,1,5.9,13.5
single,0.1,6,PIRTTI,PIRTTI,99.0,0,1,0.0,0.0
single,0.6,8,KAUPPAKATU,SATAMA,682.0,1700,1,9.7,5.1
single,0.55,9,MICROTEKNIA,KAUPPAKATU,628.0,2980,1,21.2,9.6
single,0.55,8,KYS,KAUPPAKATU,608.0,2320,1,19.2,4.8
season,0.0,7,PUIJONLAAKSO,KAUPPAKATU,622.0,2530,1,9.0,11.4
single,1.35,7,PIRTTI,TASAVALLANKATU,1574.0,8430,1,67.8,0.6
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,325.0,1440,1,16.3,0.3
single,0.85,5,KAUPPAKATU,MICROTEKNIA,969.0,3050,1,28.1,9.9
season,0.0,7,TASAVALLANKATU,TORI,1059.0,3020,1,23.7,4.5
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,412.0,1470,1,15.9,1.2
single,0.6,8,MICROTEKNIA,TORI,668.0,3130,1,23.3,8.4
single,0.2,8,KAUPPAKATU,SATAMA,218.0,1010,1,5.0,6.3
single,0.1,7,TORI,TORI,113.0,0,1,0.0,0.0
single,0.9,8,NEULAMÄKI,TORI,1079.0,4710,1,27.5,9.0
savonia,0.0,9,TORI,PUIJONLAAKSO,760.0,0,1,0.0,0.0
season,0.0,8,MICROTEKNIA,NEULAMÄKI,423.0,1460,1,20.2,2.4
single,0.4,6,PUIJONLAAKSO,KAUPPAKATU,424.0,2260,1,7.4,12.9
season,0.0,9,KEILANKANTA,TASAVALLANKATU,802.0,4530,1,26.8,2.1
single,0.1,7,TORI,KAUPPAKATU,117.0,400,0,0.0,0.0
single,0.5,8,TORI,MICROTEKNIA,576.0,3130,1,19.5,6.3
single,0.6,5,TORI,PUIJONLAAKSO,698.0,2570,1,27.8,2.7
savonia,0.0,9,KAUPPAKATU,KEILANKANTA,1114.0,6070,1,40.1,5.7
single,0.05,6,TORI,TORI,34.0,0,1,0.0,0.0
season,0.0,6,TORI,TORI,52.0,0,1,0.0,0.0
single,0.6,6,TORI,MICROTEKNIA,694.0,3280,1,26.2,6.9
single,0.95,6,KEILANKANTA,KAUPPAKATU,1107.0,5890,1,20.2,4.8
season,0.0,9,KEILANKANTA,KYS,1346.0,6900,1,34.1,2.4
single,0.5,6,KAUPPAKATU,KYS,564.0,1990,1,16.0,2.4
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,550.0,2450,1,28.3,5.1
savonia,0.0,10,NEULAMÄKI,KAUPPAKATU,901.0,4290,1,24.2,12.3
single,0.5,5,KAUPPAKATU,TASAVALLANKATU,566.0,1710,0,0.0,2.4
single,0.5,6,KAUPPAKATU,SATAMA,563.0,1340,1,7.1,6.0
season,0.0,6,KAUPPAKATU,NEULAMÄKI,968.0,4410,1,51.0,7.8
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,373.0,1450,1,20.5,0.0
single,4.8,6,KAUPPAKATU,KAUPPAKATU,5722.0,3150,1,21.6,6.0
savonia,0.0,10,KAUPPAKATU,KAUPPAKATU,202.0,80,1,1.0,0.0
savonia,0.0,10,KAUPPAKATU,TORI,546.0,1190,1,10.5,3.9
single,0.3,6,KYS,MICROTEKNIA,348.0,1500,1,12.3,9.6
single,0.4,6,TORI,TASAVALLANKATU,433.0,2030,1,13.5,6.3
single,1.2,9,MICROTEKNIA,KEILANKANTA,1430.0,6990,1,47.6,3.6
savonia,0.0,10,KYS,NEULAMÄKI,641.0,2910,1,26.3,7.8
single,0.45,7,KYS,TORI,516.0,2100,1,14.9,7.2
single,0.4,6,TORI,TASAVALLANKATU,462.0,2000,1,9.5,5.1
savonia,0.0,10,KAUPPAKATU,KAUPPAKATU,71.0,100,1,1.0,0.0
single,1.2,5,TORI,KEILANKANTA,1382.0,6560,1,40.7,14.4
season,0.0,7,MICROTEKNIA,MICROTEKNIA,80.0,0,1,0.0,0.0
season,0.0,5,KEILANKANTA,KEILANKANTA,680.0,3370,1,25.5,2.7
single,0.6,5,KEILANKANTA,PIRTTI,704.0,4050,1,14.3,9.9
savonia,0.0,9,PUIJONLAAKSO,TORI,597.0,2380,1,10.9,5.7
season,0.0,8,KAUPPAKATU,KEILANKANTA,1227.0,6060,1,29.8,11.4
season,0.0,7,KEILANKANTA,TASAVALLANKATU,733.0,4390,1,23.9,0.0
season,0.0,7,SATAMA,KAUPPAKATU,307.0,1000,1,10.0,0.6
savonia,0.0,10,TORI,TORI,726.0,1970,1,22.2,5.1
single,0.45,10,KAUPPAKATU,TASAVALLANKATU,500.0,1870,1,15.7,2.1
season,0.0,9,KAUPPAKATU,MICROTEKNIA,681.0,2900,1,18.8,9.9
single,1.05,5,NEULAMÄKI,TASAVALLANKATU,1223.0,5290,1,29.4,20.1
single,0.6,5,KAUPPAKATU,PUIJONLAAKSO,682.0,2530,1,32.2,3.6
single,0.1,8,KAUPPAKATU,KAUPPAKATU,91.0,20,1,0.0,0.0
single,1.8,8,PIRTTI,KAUPPAKATU,2141.0,11720,1,68.9,8.1
single,0.95,6,KAUPPAKATU,NEULAMÄKI,1099.0,4430,1,47.5,8.7
season,0.0,6,TORI,KEILANKANTA,1218.0,6600,1,43.8,10.8
single,0.35,8,KYS,TORI,370.0,1860,1,11.8,3.0
season,0.0,6,PUIJONLAAKSO,TORI,449.0,2340,1,10.0,14.7
single,0.05,8,KAUPPAKATU,KAUPPAKATU,2.0,0,0,0.0,0.0
single,0.95,10,NEULAMÄKI,SATAMA,1096.0,5290,1,31.8,27.9
single,0.4,10,PUIJONLAAKSO,PUIJONLAAKSO,459.0,2020,1,10.8,13.8
single,1.05,10,KEILANKANTA,MICROTEKNIA,1254.0,6930,1,52.0,2.7
season,0.0,5,KAUPPAKATU,TASAVALLANKATU,609.0,2340,1,16.4,3.3
season,0.0,5,PUIJONLAAKSO,KYS,326.0,1030,0,0.0,9.3
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,589.0,1880,1,19.5,9.0
season,0.0,7,SATAMA,TORI,266.0,910,1,12.4,0.3
single,0.45,9,TORI,PUIJONLAAKSO,511.0,2630,1,16.4,2.7
season,0.0,7,KAUPPAKATU,KAUPPAKATU,21.0,0,1,0.0,0.0
season,0.0,7,NEULAMÄKI,KAUPPAKATU,876.0,4790,1,29.4,28.2
single,0.4,9,KYS,TORI,448.0,1940,1,11.3,5.7
single,0.3,5,MICROTEKNIA,NEULAMÄKI,348.0,1410,1,22.3,5.7
season,0.0,6,KEILANKANTA,KEILANKANTA,133.0,0,1,0.0,0.0
single,0.55,7,PUIJONLAAKSO,KAUPPAKATU,609.0,2560,1,15.0,16.2
single,0.2,7,TORI,SATAMA,197.0,940,1,1.8,2.4
single,0.55,6,PUIJONLAAKSO,TORI,619.0,2310,1,7.1,17.7
single,0.45,7,NEULAMÄKI,KYS,534.0,2860,1,18.8,18.0
single,0.05,5,MICROTEKNIA,MICROTEKNIA,14.0,0,0,0.0,0.0
single,0.6,6,PUIJONLAAKSO,SATAMA,694.0,3260,1,16.2,32.4
single,1.15,7,TORI,KEILANKANTA,1373.0,6600,1,50.0,8.7
single,0.15,6,KAUPPAKATU,KAUPPAKATU,172.0,0,0,0.0,0.0
single,0.65,7,PUIJONLAAKSO,TORI,745.0,2350,1,9.2,16.5
season,0.0,6,NEULAMÄKI,NEULAMÄKI,23.0,0,1,0.0,0.0
single,0.4,7,NEULAMÄKI,MICROTEKNIA,479.0,1460,1,8.5,5.4
season,0.0,7,PUIJONLAAKSO,TORI,482.0,2310,1,8.5,15.3
season,0.0,7,SATAMA,SATAMA,1257.0,4800,1,35.9,6.0
savonia,0.0,10,PUIJONLAAKSO,PUIJONLAAKSO,4.0,0,0,0.0,0.0
season,0.0,9,TASAVALLANKATU,KEILANKANTA,1180.0,5820,1,47.1,5.7
season,0.0,8,TORI,TORI,30.0,0,1,0.0,0.0
savonia,0.0,10,KEILANKANTA,KAUPPAKATU,1159.0,6090,1,17.2,3.9
single,0.55,6,TORI,PUIJONLAAKSO,618.0,2720,1,34.4,0.3
single,0.75,10,SATAMA,MICROTEKNIA,892.0,4690,1,36.5,10.5
season,0.0,8,KEILANKANTA,TASAVALLANKATU,993.0,-3380,1,0.0,0.0
season,0.0,10,TORI,KAUPPAKATU,717.0,1860,1,22.0,6.6
savonia,0.0,9,NEULAMÄKI,TORI,985.0,4620,1,32.0,10.8
single,0.55,9,PUIJONLAAKSO,NEULAMÄKI,658.0,3570,1,30.7,16.2
single,1.9,7,SATAMA,NEULAMÄKI,2235.0,10420,1,101.5,10.5
season,0.0,9,NEULAMÄKI,NEULAMÄKI,358.0,1530,1,14.1,2.7
savonia,1.0,10,TORI,TORI,1826.0,1590,0,0.0,2.7
season,0.0,8,TORI,PUIJONLAAKSO,998.0,3940,1,47.7,5.7
single,1.5,7,NEULAMÄKI,SATAMA,1782.0,6510,1,38.1,41.1
savonia,0.0,9,KYS,KAUPPAKATU,1063.0,2510,1,20.0,6.9
single,0.55,7,PUIJONLAAKSO,KAUPPAKATU,659.0,2280,1,12.5,18.6
single,0.7,8,SATAMA,TASAVALLANKATU,824.0,2850,1,24.7,8.1
season,0.0,8,KEILANKANTA,KYS,1262.0,6770,1,27.0,10.2
single,0.85,9,TORI,PUIJONLAAKSO,973.0,2610,1,32.8,4.5
single,0.3,6,SATAMA,TORI,301.0,920,1,11.2,2.1
single,0.2,4,KAUPPAKATU,TORI,191.0,350,0,0.0,0.3
savonia,0.0,10,MICROTEKNIA,SATAMA,727.0,3940,1,18.8,10.2
season,0.0,5,PUIJONLAAKSO,KYS,172.0,880,1,2.6,9.0
single,0.7,5,TASAVALLANKATU,KEILANKANTA,815.0,4410,1,26.3,2.4
single,0.95,6,KAUPPAKATU,KEILANKANTA,1092.0,6110,1,35.5,4.5
single,0.7,9,KYS,SATAMA,824.0,3120,1,16.0,17.4
single,0.55,9,MICROTEKNIA,KAUPPAKATU,643.0,2990,1,18.2,11.1
single,0.35,6,SATAMA,TORI,368.0,910,1,9.5,0.6
single,0.15,7,SATAMA,SATAMA,147.0,0,1,0.0,0.0
season,0.0,7,SATAMA,SATAMA,577.0,2050,1,14.8,0.6
single,0.2,7,KAUPPAKATU,SATAMA,237.0,1010,1,3.8,4.2
season,0.0,9,MICROTEKNIA,KAUPPAKATU,615.0,3010,1,29.3,7.5
single,0.05,7,TORI,TORI,10.0,0,0,0.0,0.0
single,0.05,6,TORI,TORI,9.0,0,0,0.0,0.0
season,0.0,6,TASAVALLANKATU,KAUPPAKATU,389.0,1600,1,10.3,1.2
season,0.0,6,SATAMA,KAUPPAKATU,508.0,1950,1,17.6,5.4
season,0.0,7,TORI,TORI,22.0,0,1,0.0,0.0
season,0.0,7,TASAVALLANKATU,TORI,457.0,2010,1,10.7,3.9
single,0.25,7,SATAMA,KAUPPAKATU,273.0,1010,1,8.3,0.6
single,0.55,5,PUIJONLAAKSO,KAUPPAKATU,633.0,2250,1,7.9,21.6
single,1.1,8,MICROTEKNIA,KEILANKANTA,1287.0,6850,1,39.7,2.1
savonia,0.0,9,NEULAMÄKI,MICROTEKNIA,313.0,1390,0,0.0,9.3
single,0.5,8,TASAVALLANKATU,KAUPPAKATU,559.0,1610,1,10.1,3.0
season,0.0,6,SATAMA,SATAMA,229.0,0,1,0.0,0.0
season,0.0,6,KAUPPAKATU,TORI,1144.0,2060,1,21.2,10.8
savonia,0.0,10,PUIJONLAAKSO,TORI,538.0,2360,1,9.6,11.7
savonia,0.0,9,NEULAMÄKI,MICROTEKNIA,323.0,1440,0,0.0,17.1
single,0.05,6,TORI,TORI,58.0,0,1,0.0,0.0
season,0.0,7,KYS,KYS,264.0,750,1,7.4,1.2
season,0.0,8,TORI,TORI,245.0,-230,1,0.0,0.0
single,0.65,7,KEILANKANTA,TASAVALLANKATU,726.0,4430,1,18.5,0.6
season,0.0,6,SATAMA,KAUPPAKATU,243.0,1120,1,12.0,1.2
single,0.5,8,TORI,PUIJONLAAKSO,549.0,2340,1,21.1,6.6
single,1.55,10,KAUPPAKATU,KAUPPAKATU,1807.0,6450,1,51.8,21.0
single,0.05,8,TORI,KAUPPAKATU,21.0,0,1,0.0,0.0
single,0.4,6,TASAVALLANKATU,TORI,464.0,2030,1,14.0,5.1
season,0.0,8,TORI,KYS,451.0,1850,1,15.5,4.8
season,0.0,5,MICROTEKNIA,NEULAMÄKI,1082.0,4730,1,50.4,15.6
season,0.0,6,KAUPPAKATU,TORI,119.0,360,1,4.2,1.2
single,0.2,10,KYS,KYS,237.0,-80,1,0.0,0.0
savonia,0.0,10,TORI,MICROTEKNIA,678.0,3040,1,28.2,8.1
season,0.0,5,PIRTTI,KEILANKANTA,777.0,4100,1,32.3,4.5
season,0.0,8,PUIJONLAAKSO,KAUPPAKATU,616.0,2520,1,19.7,17.1
single,1.1,7,KEILANKANTA,TORI,1308.0,6480,1,45.6,13.8
single,0.25,7,SATAMA,TORI,262.0,940,1,10.1,0.6
single,0.35,7,PUIJONLAAKSO,MICROTEKNIA,410.0,2140,1,12.5,20.4
season,0.0,6,NEULAMÄKI,MICROTEKNIA,227.0,1390,1,4.6,7.5
single,0.75,5,TASAVALLANKATU,PUIJONLAAKSO,863.0,3470,1,40.8,5.1
single,1.0,7,TORI,NEULAMÄKI,1178.0,4560,1,34.4,17.7
single,1.05,9,KEILANKANTA,TORI,1206.0,6780,1,29.4,5.7
season,0.0,5,TORI,KAUPPAKATU,157.0,330,1,2.7,0.0
season,0.0,8,KEILANKANTA,KAUPPAKATU,1085.0,6190,1,32.1,4.8
single,0.2,5,SATAMA,KAUPPAKATU,220.0,1010,1,12.5,1.2
single,0.65,6,PUIJONLAAKSO,SATAMA,769.0,3920,1,8.5,11.1
single,0.4,4,TASAVALLANKATU,TORI,467.0,1980,1,11.6,2.4
savonia,0.0,9,MICROTEKNIA,KAUPPAKATU,680.0,3250,1,16.3,9.3
savonia,0.0,9,KEILANKANTA,MICROTEKNIA,1178.0,6890,1,23.1,4.2
season,0.0,7,KEILANKANTA,TORI,1100.0,6440,1,20.4,6.9
single,0.45,8,TASAVALLANKATU,KAUPPAKATU,525.0,-1440,1,0.0,0.0
savonia,0.0,10,PUIJONLAAKSO,MICROTEKNIA,544.0,2300,1,11.5,14.4
season,0.0,5,KEILANKANTA,TORI,1545.0,6530,1,34.7,5.1
single,1.2,7,KEILANKANTA,PIRTTI,1401.0,5780,0,0.0,6.6
season,0.0,7,NEULAMÄKI,TORI,852.0,4500,1,29.0,29.4
season,0.0,10,NEULAMÄKI,PUIJONLAAKSO,830.0,3870,1,36.5,21.6
single,0.55,8,MICROTEKNIA,KAUPPAKATU,618.0,3100,1,21.9,7.2
season,0.0,8,TORI,TORI,6.0,0,1,0.0,0.0
season,0.0,7,TORI,TORI,71.0,0,1,0.0,0.0
season,0.0,6,TASAVALLANKATU,NEULAMÄKI,820.0,4150,1,40.6,3.9
season,0.0,6,SATAMA,TORI,428.0,1210,1,16.1,1.8
single,1.15,5,MICROTEKNIA,KEILANKANTA,1328.0,6960,1,34.8,7.8
single,0.05,6,KAUPPAKATU,KAUPPAKATU,22.0,0,1,0.0,0.0
single,4.0,5,TORI,TORI,4793.0,11200,1,98.3,55.5
single,0.05,8,KEILANKANTA,KEILANKANTA,25.0,0,1,0.0,0.0
savonia,0.0,10,TORI,TORI,8.0,0,1,0.0,0.0
season,0.0,5,NEULAMÄKI,MICROTEKNIA,268.0,1400,0,0.0,2.7
single,1.1,6,PIRTTI,KEILANKANTA,1271.0,5770,1,32.5,4.5
single,0.05,7,SATAMA,SATAMA,34.0,0,1,0.0,0.0
single,0.65,5,TORI,KAUPPAKATU,723.0,1140,1,7.0,3.9
season,0.0,9,SATAMA,SATAMA,74.0,0,1,0.0,0.0
single,0.2,10,TORI,SATAMA,237.0,930,1,4.1,8.7
single,0.25,10,NEULAMÄKI,MICROTEKNIA,271.0,1410,1,6.8,7.8
savonia,0.0,9,TORI,TORI,847.0,1130,1,12.0,4.2
single,0.55,5,TORI,PUIJONLAAKSO,609.0,2560,1,27.9,6.9
single,0.3,9,TASAVALLANKATU,TORI,345.0,2020,1,9.6,0.9
season,0.0,10,MICROTEKNIA,KEILANKANTA,1299.0,6970,1,55.9,2.4
season,0.0,9,TORI,KAUPPAKATU,907.0,1890,1,21.4,9.6
season,0.0,5,TORI,PUIJONLAAKSO,478.0,2320,1,18.1,1.8
single,0.9,7,SATAMA,NEULAMÄKI,1057.0,5450,1,56.0,3.3
single,1.05,6,TORI,NEULAMÄKI,1235.0,5250,1,53.5,13.2
single,0.45,6,TORI,MICROTEKNIA,524.0,3060,1,15.5,3.0
single,0.35,9,TASAVALLANKATU,KAUPPAKATU,407.0,1670,1,13.7,4.2
single,0.35,7,PUIJONLAAKSO,MICROTEKNIA,369.0,2150,1,13.0,14.1
single,0.6,7,PUIJONLAAKSO,PUIJONLAAKSO,685.0,2600,1,13.6,15.3
season,0.0,5,TORI,NEULAMÄKI,972.0,4520,1,40.7,12.6
single,0.7,8,TORI,PUIJONLAAKSO,802.0,2640,1,37.0,2.4
single,0.45,10,KYS,SATAMA,500.0,2780,1,14.7,6.0
single,0.1,7,PUIJONLAAKSO,PUIJONLAAKSO,69.0,0,1,0.0,0.0
savonia,0.0,9,KAUPPAKATU,TORI,142.0,350,0,0.0,0.0
season,0.0,7,KAUPPAKATU,KAUPPAKATU,555.0,670,1,7.7,2.4
single,2.15,6,PIRTTI,SATAMA,2552.0,12650,1,46.0,16.5
season,0.0,5,MICROTEKNIA,MICROTEKNIA,44.0,0,1,0.0,0.0
season,0.0,5,TASAVALLANKATU,TORI,920.0,2140,1,11.4,3.0
season,0.0,10,TORI,TORI,115.0,-20,1,0.0,0.0
single,0.05,5,SATAMA,SATAMA,9.0,0,0,0.0,0.0
season,0.0,6,KYS,KEILANKANTA,1452.0,7200,1,42.6,12.9
savonia,0.0,10,KAUPPAKATU,KAUPPAKATU,121.0,50,1,0.3,0.3
single,0.7,8,PUIJONLAAKSO,MICROTEKNIA,805.0,2650,1,16.7,19.8
